instance_id,component_size,separation,coverage,base_wrongness,n_draws,d,n_eval,n_contradictory,contradiction_rate,S,S_contra_as_fail
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,200,4,16,184,0.92,0.0,0.0
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,200,5,5,195,0.975,0.0,0.0
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,200,6,0,200,1.0,,0.0
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,200,7,0,200,1.0,,0.0
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,200,8,0,200,1.0,,0.0
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,1000,1,244,756,0.756,0.5163934426229508,0.126
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,1000,2,146,854,0.854,0.2808219178082192,0.041
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,1000,3,75,925,0.925,0.0,0.0
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,1000,4,62,938,0.938,0.0,0.0
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,1000,5,18,982,0.982,0.0,0.0
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,1000,6,0,1000,1.0,,0.0
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,1000,7,0,1000,1.0,,0.0
c06_s01_cov100_seed00000025_bw010,6,1,1.0,0.1,1000,8,0,1000,1.0,,0.0
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,200,1,93,107,0.535,0.6021505376344086,0.28
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,200,2,34,166,0.83,0.0,0.0
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,200,3,17,183,0.915,0.0,0.0
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,200,4,11,189,0.945,0.0,0.0
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,200,5,0,200,1.0,,0.0
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,200,6,0,200,1.0,,0.0
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,200,7,0,200,1.0,,0.0
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,1000,1,437,563,0.563,0.6544622425629291,0.286
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,1000,2,193,807,0.807,0.0,0.0
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,1000,3,115,885,0.885,0.0,0.0
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,1000,4,65,935,0.935,0.0,0.0
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,1000,5,0,1000,1.0,,0.0
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,1000,6,0,1000,1.0,,0.0
c06_s01_cov100_seed00000026_bw010,6,1,1.0,0.1,1000,7,0,1000,1.0,,0.0
c06_s01_cov100_seed00000028_bw010,6,1,1.0,0.1,200,1,78,122,0.61,1.0,0.39
c06_s01_cov100_seed00000028_bw010,6,1,1.0,0.1,200,2,30,170,0.85,0.5333333333333333,0.08
c06_s01_cov100_seed00000028_bw010,6,1,1.0,0.1,200,3,20,180,0.9,0.0,0.0
c06_s01_cov100_seed00000028_bw010,6,1,1.0,0.1,200,4,24,176,0.88,0.0,0.0
c06_s01_cov100_seed00000028_bw010,6,1,1.0,0.1,200,5,60,140,0.7,0.0,0.0
c06_s01_cov100_seed00000028_bw010,6,1,1.0,0.1,200,6,200,0,0.0,0.0,0.0
c06_s01_cov100_seed00000028_bw010,6,1,1.0,0.1,1000,1,373,627,0.627,1.0,0.373
c06_s01_cov100_seed00000028_bw010,6,1,1.0,0.1,1000,2,123,877,0.877,0.5365853658536586,0.066
c06_s01_cov100_seed00000028_bw010,6,1,1.0,0.1,1000,3,92,908,0.908,0.0,0.0
c06_s01_cov100_seed00000028_bw010,6,1,1.0,0.1,1000,4,139,861,0.861,0.0,0.0
c06_s01_cov100_seed00000028_bw010,6,1,1.0,0.1,1000,5,310,690,0.69,0.0,0.0
c06_s01_cov100_seed00000028_bw010,6,1,1.0,0.1,1000,6,1000,0,0.0,0.0,0.0
c06_s01_cov100_seed00000030_bw010,6,1,1.0,0.1,200,1,131,69,0.345,0.7862595419847328,0.515
c06_s01_cov100_seed00000030_bw010,6,1,1.0,0.1,200,2,48,152,0.76,0.75,0.18
c06_s01_cov100_seed00000030_bw010,6,1,1.0,0.1,200,3,22,178,0.89,1.0,0.11
c06_s01_cov100_seed00000030_bw010,6,1,1.0,0.1,200,4,16,184,0.92,1.0,0.08
c06_s01_cov100_seed00000030_bw010,6,1,1.0,0.1,200,5,0,200,1.0,,0.0
c06_s01_cov100_seed00000030_bw010,6,1,1.0,0.1,200,6,0,200,1.0,,0.0
c06_s01_cov100_seed00000030_bw010,6,1,1.0,0.1,1000,1,672,328,0.328,0.7708333333333334,0.518
c06_s01_cov100_seed00000030_bw010,6,1,1.0,0.1,1000,2,277,723,0.723,0.779783393501805,0.216
c06_s01_cov100_seed00000030_bw010,6,1,1.0,0.1,1000,3,104,896,0.896,1.0,0.104
c06_s01_cov100_seed00000030_bw010,6,1,1.0,0.1,1000,4,83,917,0.917,1.0,0.083
c06_s01_cov100_seed00000030_bw010,6,1,1.0,0.1,1000,5,0,1000,1.0,,0.0
c06_s01_cov100_seed00000030_bw010,6,1,1.0,0.1,1000,6,0,1000,1.0,,0.0
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,200,1,58,142,0.71,1.0,0.29
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,200,2,25,175,0.875,0.64,0.08
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,200,3,18,182,0.91,0.7777777777777778,0.07
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,200,4,16,184,0.92,0.9375,0.075
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,200,5,35,165,0.825,0.7142857142857143,0.125
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,200,6,0,200,1.0,,0.0
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,200,7,0,200,1.0,,0.0
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,1000,1,283,717,0.717,1.0,0.283
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,1000,2,134,866,0.866,0.6567164179104478,0.088
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,1000,3,95,905,0.905,0.6736842105263158,0.064
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,1000,4,107,893,0.893,0.7383177570093458,0.079
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,1000,5,162,838,0.838,0.6790123456790124,0.11
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,1000,6,0,1000,1.0,,0.0
c06_s01_cov100_seed00000031_bw010,6,1,1.0,0.1,1000,7,0,1000,1.0,,0.0
c06_s01_cov100_seed00000032_bw010,6,1,1.0,0.1,200,1,81,119,0.595,0.48148148148148145,0.195
c06_s01_cov100_seed00000032_bw010,6,1,1.0,0.1,200,2,65,135,0.675,0.0,0.0
c06_s01_cov100_seed00000032_bw010,6,1,1.0,0.1,200,3,0,200,1.0,,0.0
c06_s01_cov100_seed00000032_bw010,6,1,1.0,0.1,200,4,0,200,1.0,,0.0
c06_s01_cov100_seed00000032_bw010,6,1,1.0,0.1,200,5,0,200,1.0,,0.0
c06_s01_cov100_seed00000032_bw010,6,1,1.0,0.1,1000,1,411,589,0.589,0.48418491484184917,0.199
c06_s01_cov100_seed00000032_bw010,6,1,1.0,0.1,1000,2,312,688,0.688,0.0,0.0
c06_s01_cov100_seed00000032_bw010,6,1,1.0,0.1,1000,3,0,1000,1.0,,0.0
c06_s01_cov100_seed00000032_bw010,6,1,1.0,0.1,1000,4,0,1000,1.0,,0.0
c06_s01_cov100_seed00000032_bw010,6,1,1.0,0.1,1000,5,0,1000,1.0,,0.0
c06_s03_cov100_seed00000001_bw010,6,3,1.0,0.1,200,1,136,64,0.32,1.0,0.68
c06_s03_cov100_seed00000001_bw010,6,3,1.0,0.1,200,2,47,153,0.765,0.7446808510638298,0.175
c06_s03_cov100_seed00000001_bw010,6,3,1.0,0.1,200,3,17,183,0.915,0.5294117647058824,0.045
c06_s03_cov100_seed00000001_bw010,6,3,1.0,0.1,200,4,11,189,0.945,0.0,0.0
c06_s03_cov100_seed00000001_bw010,6,3,1.0,0.1,200,5,0,200,1.0,,0.0
c06_s03_cov100_seed00000001_bw010,6,3,1.0,0.1,200,6,0,200,1.0,,0.0
c06_s03_cov100_seed00000001_bw010,6,3,1.0,0.1,1000,1,658,342,0.342,1.0,0.658
c06_s03_cov100_seed00000001_bw010,6,3,1.0,0.1,1000,2,260,740,0.74,0.7615384615384615,0.198
c06_s03_cov100_seed00000001_bw010,6,3,1.0,0.1,1000,3,83,917,0.917,0.4939759036144578,0.041
c06_s03_cov100_seed00000001_bw010,6,3,1.0,0.1,1000,4,62,938,0.938,0.0,0.0
c06_s03_cov100_seed00000001_bw010,6,3,1.0,0.1,1000,5,0,1000,1.0,,0.0
c06_s03_cov100_seed00000001_bw010,6,3,1.0,0.1,1000,6,0,1000,1.0,,0.0
c06_s03_cov100_seed00000002_bw010,6,3,1.0,0.1,200,1,58,142,0.71,1.0,0.29
c06_s03_cov100_seed00000002_bw010,6,3,1.0,0.1,200,2,31,169,0.845,1.0,0.155
c06_s03_cov100_seed00000002_bw010,6,3,1.0,0.1,200,3,26,174,0.87,1.0,0.13
c06_s03_cov100_seed00000002_bw010,6,3,1.0,0.1,200,4,26,174,0.87,0.0,0.0
c06_s03_cov100_seed00000002_bw010,6,3,1.0,0.1,200,5,30,170,0.85,0.0,0.0
c06_s03_cov100_seed00000002_bw010,6,3,1.0,0.1,200,6,0,200,1.0,,0.0
c06_s03_cov100_seed00000002_bw010,6,3,1.0,0.1,1000,1,330,670,0.67,1.0,0.33
c06_s03_cov100_seed00000002_bw010,6,3,1.0,0.1,1000,2,194,806,0.806,1.0,0.194
c06_s03_cov100_seed00000002_bw010,6,3,1.0,0.1,1000,3,159,841,0.841,1.0,0.159
c06_s03_cov100_seed00000002_bw010,6,3,1.0,0.1,1000,4,126,874,0.874,0.0,0.0
c06_s03_cov100_seed00000002_bw010,6,3,1.0,0.1,1000,5,169,831,0.831,0.0,0.0
