n,cpdag,n_undirected,space_size,g0,x,y,z,r_bfs,r_fast,agree,bfs_seconds,fast_seconds,fast_elements_visited,fast_closures,fast_validity_checks
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V2,V3,V2,,2,2,True,3.120800000000479e-05,0.00012520800000000165,2,3,3
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V0,V0,V1,V2,2,2,True,2.608300000001007e-05,0.00012529199999999907,2,3,3
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V0,V2,V0,,1,1,True,2.7916999999988423e-05,7.062500000000471e-05,1,2,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V0,V2,V1,,1,1,True,3.120800000000479e-05,7.166699999999748e-05,1,2,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V0,V2,V3,,1,1,True,2.4833999999987477e-05,6.554100000000229e-05,1,2,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V0,V3,V0,,2,2,True,2.5334000000001855e-05,0.0001224999999999976,2,3,3
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V0,V3,V1,V2,1,1,True,2.0166000000002016e-05,6.454200000000077e-05,1,2,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V0 V3->V2,V0,V1,V2,1,1,True,2.9249999999994558e-05,8.924999999999905e-05,1,2,3
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V0 V3->V2,V2,V1,V0,1,1,True,2.0874999999989652e-05,7.033400000000523e-05,1,2,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V0 V3->V2,V3,V0,,1,1,True,3.0832999999994004e-05,8.44170000000033e-05,1,2,3
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V0 V3->V2,V3,V1,,1,1,True,2.537500000000803e-05,7.84169999999973e-05,1,2,2
4,V0->V1 V2->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V0 V3->V2,V3,V2,,1,1,True,4.558400000000129e-05,8.166599999999413e-05,1,2,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V2-V3,V0,V1,V2,-1,-1,True,2.612500000000184e-05,1.5249999999994435e-05,1,0,1
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V2-V3,V0,V2,,-1,-1,True,2.04169999999948e-05,1.2333000000003258e-05,1,0,1
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V2-V3,V0,V3,,-1,-1,True,2.4666000000006516e-05,1.4583999999998043e-05,1,0,1
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V2-V3,V2,V0,,-1,-1,True,2.1833999999998355e-05,1.2665999999994515e-05,1,0,1
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V2-V3,V2,V1,V0,-1,-1,True,2.4958000000005476e-05,1.4125000000003718e-05,1,0,1
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V2-V3,V3,V0,,-1,-1,True,2.1457999999988098e-05,1.2708000000000164e-05,1,0,1
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V2->V3,V0,V1,V2,-1,-1,True,2.5292000000010084e-05,4.9915999999997074e-05,2,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V2->V3,V0,V2,,-1,-1,True,2.012500000000972e-05,4.5083000000001316e-05,2,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V2->V3,V0,V3,,-1,-1,True,2.012499999999584e-05,4.5083000000001316e-05,2,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V2->V3,V2,V0,,-1,-1,True,2.162499999999734e-05,4.579100000000336e-05,2,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V2->V3,V2,V1,V0,-1,-1,True,2.5374999999994152e-05,4.8667000000002236e-05,2,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V2->V3,V2,V3,,1,1,True,1.533299999999238e-05,4.375000000000906e-05,1,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V2->V3,V3,V0,,-1,-1,True,2.1792000000006584e-05,4.562499999999359e-05,2,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V3->V2,V0,V1,V2,-1,-1,True,2.59170000000003e-05,5.0207999999996034e-05,2,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V3->V2,V0,V2,,-1,-1,True,2.079100000000611e-05,4.574999999999718e-05,2,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V3->V2,V0,V3,,-1,-1,True,2.05410000000128e-05,4.43339999999931e-05,2,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V3->V2,V2,V0,,-1,-1,True,2.112499999999684e-05,4.600000000000437e-05,2,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V3->V2,V2,V1,V0,-1,-1,True,2.5457999999992098e-05,4.9459000000001696e-05,2,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V3->V2,V3,V0,,-1,-1,True,2.1541999999999395e-05,4.550000000000387e-05,2,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V3->V2,V3,V1,V0,1,1,True,1.5249999999994435e-05,4.3374999999998276e-05,1,1,2
4,V0->V1 V2->V1 V2-V3,1,3,V0->V1 V2->V1 V3->V2,V3,V2,,1,1,True,1.0834000000001232e-05,3.825000000000356e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V2->V1 V3->V1 V0-V2,V0,V3,,-1,-1,True,2.3333999999999855e-05,1.4000000000000123e-05,1,0,1
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V2->V1 V3->V1 V0-V2,V2,V3,,-1,-1,True,2.2499999999994746e-05,1.358299999999757e-05,1,0,1
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V2->V1 V3->V1 V0-V2,V3,V0,,-1,-1,True,2.1709000000008638e-05,1.2957999999993475e-05,1,0,1
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V2->V1 V3->V1 V0-V2,V3,V1,V0|V2,-1,-1,True,3.108400000000067e-05,1.7500000000003624e-05,1,0,1
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V2->V1 V3->V1 V0-V2,V3,V2,,-1,-1,True,4.475000000001006e-05,1.529100000000061e-05,1,0,1
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1,V0,V1,V3,1,1,True,2.4292000000009084e-05,5.9957999999998846e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1,V0,V2,,1,1,True,1.737500000000003e-05,5.175000000000318e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1,V0,V3,,-1,-1,True,2.316700000000449e-05,6.091699999999367e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1,V2,V1,V0|V3,1,1,True,1.862500000000822e-05,5.204100000000267e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1,V2,V3,,-1,-1,True,2.345900000000345e-05,5.279099999999648e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1,V3,V0,,-1,-1,True,2.2874999999991652e-05,5.100000000000937e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1,V3,V1,V0|V2,-1,-1,True,3.2124999999993964e-05,5.7792000000000954e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V0->V2 V2->V1 V3->V1,V3,V2,,-1,-1,True,2.212499999999784e-05,5.154100000000217e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V2->V0 V2->V1 V3->V1,V0,V1,V2|V3,1,1,True,1.1000000000011001e-05,4.329200000000033e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V2->V0 V2->V1 V3->V1,V0,V3,,-1,-1,True,2.337500000000603e-05,5.333299999998875e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V2->V0 V2->V1 V3->V1,V2,V0,,1,1,True,1.2417000000000677e-05,4.595799999999872e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V2->V0 V2->V1 V3->V1,V2,V1,V3,1,1,True,1.6582999999986692e-05,4.954200000001352e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V2->V0 V2->V1 V3->V1,V2,V3,,-1,-1,True,2.312499999999884e-05,5.125000000000268e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V2->V0 V2->V1 V3->V1,V3,V0,,-1,-1,True,2.2542000000000395e-05,5.075000000000218e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V2->V0 V2->V1 V3->V1,V3,V1,V0|V2,-1,-1,True,3.174999999999706e-05,5.795800000001072e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2,1,3,V0->V1 V2->V0 V2->V1 V3->V1,V3,V2,,-1,-1,True,2.24169999999968e-05,4.979100000000736e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V2 V2->V1 V3->V1 V0-V3,V0,V2,,1,1,True,3.158400000000117e-05,8.7332999999995e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V2 V2->V1 V3->V1 V0-V3,V2,V1,V0|V3,1,1,True,3.854200000000252e-05,9.391699999999892e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V1 V0-V2,V0,V3,,1,1,True,2.5583999999995166e-05,8.025000000000393e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V1 V0-V2,V3,V1,V0|V2,1,1,True,2.9874999999998653e-05,8.483300000000638e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V2 V0->V3 V2->V1 V3->V1,V0,V1,,1,1,True,3.9625000000001465e-05,9.145800000000259e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V2 V0->V3 V2->V1 V3->V1,V0,V2,,1,1,True,4.829100000000586e-05,9.824999999999418e-05,1,2,3
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V2 V0->V3 V2->V1 V3->V1,V0,V3,,1,1,True,3.0334000000006855e-05,8.404099999999304e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V2 V0->V3 V2->V1 V3->V1,V2,V1,V0|V3,1,1,True,5.729100000000098e-05,0.00010595900000000269,1,2,3
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V2 V0->V3 V2->V1 V3->V1,V3,V1,V0|V2,1,1,True,3.179100000000323e-05,8.604199999999451e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V2 V2->V1 V3->V0 V3->V1,V0,V1,V3,1,1,True,1.4166999999995489e-05,6.454100000000129e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V2 V2->V1 V3->V0 V3->V1,V0,V2,,2,2,True,5.541700000000205e-05,0.00015604099999999566,2,3,3
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V2 V2->V1 V3->V0 V3->V1,V2,V1,V0|V3,2,2,True,4.808399999998991e-05,0.00016916599999999837,2,3,3
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V2 V2->V1 V3->V0 V3->V1,V3,V0,,1,1,True,1.966700000000099e-05,6.545800000000435e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V2 V2->V1 V3->V0 V3->V1,V3,V1,,1,1,True,2.5957999999992598e-05,6.98750000000109e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V2 V2->V1 V3->V0 V3->V1,V3,V2,,1,1,True,2.254100000000092e-05,6.562499999999971e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V3 V2->V0 V2->V1 V3->V1,V0,V1,V2,1,1,True,1.4083000000011947e-05,6.504200000000127e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V3 V2->V0 V2->V1 V3->V1,V0,V3,,2,2,True,3.208400000000167e-05,0.00013599999999999723,2,3,3
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V3 V2->V0 V2->V1 V3->V1,V2,V0,,1,1,True,1.9915999999994827e-05,6.541699999999817e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V3 V2->V0 V2->V1 V3->V1,V2,V1,,1,1,True,2.6582999999996693e-05,6.870800000000066e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V3 V2->V0 V2->V1 V3->V1,V2,V3,,1,1,True,2.2207999999995787e-05,6.562499999999971e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V0-V3,2,6,V0->V1 V0->V3 V2->V0 V2->V1 V3->V1,V3,V1,V0|V2,2,2,True,3.89580000000056e-05,0.00014224999999999655,2,3,3
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V0 V2->V1 V3->V1 V2-V3,V0,V1,V2|V3,1,1,True,2.19169999999963e-05,7.695800000000197e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V0 V2->V1 V3->V1 V2-V3,V2,V0,,1,1,True,3.0334000000006855e-05,7.558300000000406e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V1 V0-V2,V2,V3,,1,1,True,3.137500000000015e-05,8.758400000000166e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V1 V0-V2,V3,V1,V0|V2,1,1,True,3.775000000000306e-05,9.404200000000251e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V0->V2 V2->V1 V2->V3 V3->V1,V0,V1,,1,1,True,4.174999999999318e-05,7.854200000000089e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V0->V2 V2->V1 V2->V3 V3->V1,V0,V2,,1,1,True,3.0249999999995558e-05,7.074999999999443e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V0->V2 V2->V1 V2->V3 V3->V1,V0,V3,,1,1,True,3.437500000000315e-05,7.258300000000106e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V0->V2 V2->V1 V2->V3 V3->V1,V2,V1,V0,1,1,True,3.0083000000000193e-05,8.058399999999466e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V0->V2 V2->V1 V2->V3 V3->V1,V2,V3,,2,2,True,3.854200000000252e-05,0.0001479580000000036,2,3,3
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V0->V2 V2->V1 V2->V3 V3->V1,V3,V1,V0|V2,2,2,True,4.7375000000002276e-05,0.00015212500000000295,2,3,3
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V0 V2->V1 V2->V3 V3->V1,V0,V1,V2|V3,1,1,True,3.3332999999996504e-05,9.945799999999672e-05,1,2,3
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V0 V2->V1 V2->V3 V3->V1,V2,V0,,1,1,True,3.145900000001145e-05,9.254099999998766e-05,1,2,3
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V0 V2->V1 V2->V3 V3->V1,V2,V1,,1,1,True,3.2582999999988815e-05,9.02920000000057e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V0 V2->V1 V2->V3 V3->V1,V2,V3,,1,1,True,3.683399999999948e-05,8.374999999999355e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V0 V2->V1 V2->V3 V3->V1,V3,V1,V0|V2,1,1,True,3.9917000000000424e-05,8.712499999999346e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V0 V2->V1 V3->V1 V3->V2,V0,V1,V2|V3,2,2,True,3.0208000000003787e-05,0.0001361669999999926,2,3,3
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V0 V2->V1 V3->V1 V3->V2,V2,V0,,2,2,True,2.712500000000284e-05,0.00013245900000000144,2,3,3
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V0 V2->V1 V3->V1 V3->V2,V2,V1,V3,1,1,True,1.4208000000001664e-05,6.2500000000007e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V0 V2->V1 V3->V1 V3->V2,V3,V0,,1,1,True,2.262499999999834e-05,6.599999999999662e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V0 V2->V1 V3->V1 V3->V2,V3,V1,,1,1,True,2.616599999999414e-05,6.712500000000121e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V2 V2-V3,2,6,V0->V1 V2->V0 V2->V1 V3->V1 V3->V2,V3,V2,,1,1,True,2.0207999999993786e-05,6.18750000000029e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V1 V0-V3,V0,V2,,-1,-1,True,2.3291999999994206e-05,1.4208000000001664e-05,1,0,1
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V1 V0-V3,V2,V0,,-1,-1,True,2.1417000000009678e-05,1.3249999999992434e-05,1,0,1
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V1 V0-V3,V2,V1,V0|V3,-1,-1,True,3.108300000000119e-05,1.7292000000002083e-05,1,0,1
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V1 V0-V3,V2,V3,,-1,-1,True,2.0999999999993246e-05,1.2666999999993989e-05,1,0,1
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V1 V0-V3,V3,V2,,-1,-1,True,2.237500000000503e-05,1.3417000000001678e-05,1,0,1
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1 V3->V1,V0,V1,V2,1,1,True,2.2958000000003476e-05,5.595899999999432e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1 V3->V1,V0,V2,,-1,-1,True,2.262500000001222e-05,4.98749999999909e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1 V3->V1,V0,V3,,1,1,True,1.6500000000002624e-05,5.075000000000218e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1 V3->V1,V2,V0,,-1,-1,True,2.437500000000703e-05,5.912499999999321e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1 V3->V1,V2,V1,V0|V3,-1,-1,True,3.2832999999996004e-05,6.20000000000065e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1 V3->V1,V2,V3,,-1,-1,True,2.208300000000607e-05,5.212500000000009e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1 V3->V1,V3,V1,V0|V2,1,1,True,1.808300000000207e-05,5.8999999999989616e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V0->V3 V2->V1 V3->V1,V3,V2,,-1,-1,True,2.3250000000002435e-05,5.229100000000986e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0 V3->V1,V0,V1,V2|V3,1,1,True,1.0999999999997123e-05,4.3374999999998276e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0 V3->V1,V0,V2,,-1,-1,True,2.358300000000757e-05,5.058399999999241e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0 V3->V1,V2,V0,,-1,-1,True,2.212500000001172e-05,5.099999999999549e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0 V3->V1,V2,V1,V0|V3,-1,-1,True,3.150000000000375e-05,5.7792000000000954e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0 V3->V1,V2,V3,,-1,-1,True,2.183299999999888e-05,5.0125000000011966e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0 V3->V1,V3,V0,,1,1,True,1.2374999999995029e-05,4.429100000000186e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0 V3->V1,V3,V1,V2,1,1,True,1.6250000000009313e-05,4.808399999998991e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3,1,3,V0->V1 V2->V1 V3->V0 V3->V1,V3,V2,,-1,-1,True,2.270899999999576e-05,4.9707999999995534e-05,2,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V0 V3->V1 V2-V3,V0,V1,V2|V3,1,1,True,2.1792000000006584e-05,7.749999999999424e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V0 V3->V1 V2-V3,V3,V0,,1,1,True,1.9833999999996355e-05,7.59160000000092e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V1 V3->V2 V0-V3,V2,V1,V0|V3,1,1,True,3.0334000000006855e-05,8.737500000000065e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V1 V3->V2 V0-V3,V3,V2,,1,1,True,2.5542000000003395e-05,8.174999999999155e-05,1,1,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V1 V3->V2,V0,V1,,1,1,True,4.170800000000141e-05,8.054199999998901e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V1 V3->V2,V0,V2,,1,1,True,3.499999999999337e-05,7.408300000000256e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V1 V3->V2,V0,V3,,1,1,True,3.1916999999992424e-05,7.09160000000042e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V1 V3->V2,V2,V1,V0|V3,2,2,True,4.0582999999996816e-05,0.0001515420000000045,2,3,3
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V1 V3->V2,V3,V1,V0,1,1,True,2.916599999999714e-05,7.374999999999743e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V0->V3 V2->V1 V3->V1 V3->V2,V3,V2,,2,2,True,3.19579999999986e-05,0.00014095899999999606,2,3,3
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V0 V3->V1,V0,V1,V2|V3,2,2,True,3.116699999999861e-05,0.0001392919999999992,2,3,3
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V0 V3->V1,V2,V0,,1,1,True,2.9333000000006382e-05,7.44169999999933e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V0 V3->V1,V2,V1,,1,1,True,3.4290999999991856e-05,7.762500000001171e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V0 V3->V1,V2,V3,,1,1,True,2.6250000000005436e-05,7.033300000000575e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V0 V3->V1,V3,V0,,2,2,True,2.6708000000000287e-05,0.00013258400000000503,2,3,3
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V2->V3 V3->V0 V3->V1,V3,V1,V2,1,1,True,2.162499999999734e-05,6.945899999999394e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V0 V3->V1 V3->V2,V0,V1,V2|V3,1,1,True,3.245899999999857e-05,9.729099999999935e-05,1,2,3
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V0 V3->V1 V3->V2,V2,V1,V0|V3,1,1,True,2.39169999999983e-05,7.720799999999528e-05,1,2,2
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V0 V3->V1 V3->V2,V3,V0,,1,1,True,5.358299999999594e-05,0.00010129200000000282,1,2,3
4,V0->V1 V2->V1 V3->V1 V0-V3 V2-V3,2,6,V0->V1 V2->V1 V3->V0 V3->V1 V3->V2,V3,V1,,1,1,True,2.6874999999995652e-05,8.350000000000024e-05,1,2,2
