network,x,y,arm,coverage,rep,n_k,status,g0_undirected,z_size,separation,separation_status,k_g0,r_hop,hop_method,hop_exact,r_claim,r_claim_status,r_id,phi_1,n_wrong_claims,z_valid_at_truth
barley,komm,aks_m2,D_RAND,1.0,0,7,ok,1,11,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.1429,3,0
barley,komm,aks_m2,D_RAND,1.0,1,7,ok,1,11,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.1429,3,0
barley,komm,aks_m2,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
barley,komm,aks_m2,A_TRUE,0.5,0,4,ok,4,10,,no_z_member_in_component,5,1,local_up_fast,1,1,exact,1,0.25,0,1
barley,komm,aks_m2,D_RAND,0.5,0,4,ok,3,10,,no_z_member_in_component,6,1,local_up_fast,1,1,exact,1,0.25,2,1
barley,komm,aks_m2,D_RAND,0.5,1,4,ok,4,11,,no_z_member_in_component,5,1,local_up_fast,1,1,exact,1,0.25,1,0
barley,komm,ntilg,A_TRUE,1.0,0,7,ok,0,7,,no_z_member_in_component,9,1,local_up_fast,1,1,exact,1,0.1429,0,1
barley,komm,ntilg,D_RAND,1.0,0,7,ok,0,7,,no_z_member_in_component,9,1,local_up_fast,1,1,exact,1,0.1429,2,1
barley,komm,ntilg,D_RAND,1.0,1,7,ok,1,7,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.1429,1,1
barley,komm,ntilg,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
barley,komm,ntilg,A_TRUE,0.5,0,4,ok,4,7,,no_z_member_in_component,5,1,local_up_fast,1,1,exact,1,0.25,0,1
barley,komm,ntilg,D_RAND,0.5,0,4,ok,3,7,,no_z_member_in_component,6,1,local_up_fast,1,1,exact,1,0.25,2,1
barley,komm,ntilg,D_RAND,0.5,1,4,ok,3,7,,no_z_member_in_component,6,1,local_up_fast,1,1,exact,1,0.25,1,1
barley,nedbarea,komm,A_TRUE,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
barley,nedbarea,komm,D_RAND,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
barley,nedbarea,komm,D_RAND,1.0,1,7,optimal_empty,0,,,,,,,,,,,,,
barley,nedbarea,komm,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
barley,nedbarea,komm,A_TRUE,0.5,0,4,optimal_empty,4,,,,,,,,,,,,,
barley,nedbarea,komm,D_RAND,0.5,0,4,optimal_empty,4,,,,,,,,,,,,,
barley,nedbarea,komm,D_RAND,0.5,1,4,optimal_empty,3,,,,,,,,,,,,,
barley,nedbarea,slt22,A_TRUE,1.0,0,7,ok,0,13,,no_z_member_in_component,9,1,local_up_fast,1,1,exact,1,0.1429,0,1
barley,nedbarea,slt22,D_RAND,1.0,0,7,ok,1,13,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.1429,3,1
barley,nedbarea,slt22,D_RAND,1.0,1,7,ok,1,12,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.1429,3,0
barley,nedbarea,slt22,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
barley,nedbarea,slt22,A_TRUE,0.5,0,4,ok,4,13,,no_z_member_in_component,5,1,local_up_fast,1,1,exact,1,0.25,0,1
barley,nedbarea,slt22,D_RAND,0.5,0,4,ok,3,12,,no_z_member_in_component,6,1,local_up_fast,1,1,exact,1,0.25,3,0
barley,nedbarea,slt22,D_RAND,0.5,1,4,ok,3,12,,no_z_member_in_component,6,1,local_up_fast,1,1,exact,1,0.25,2,0
barley,rokap,keraks,A_TRUE,1.0,0,7,ok,0,4,,no_z_member_in_component,9,1,local_up_fast,1,1,exact,1,0.1429,0,1
barley,rokap,keraks,D_RAND,1.0,0,7,ok,1,4,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.1429,3,1
barley,rokap,keraks,D_RAND,1.0,1,7,ok,1,9,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.1429,4,0
barley,rokap,keraks,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
barley,rokap,keraks,A_TRUE,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
barley,rokap,keraks,D_RAND,0.5,0,4,not_amenable,3,,,,,,,,,,,,,
barley,rokap,keraks,D_RAND,0.5,1,4,not_amenable,3,,,,,,,,,,,,,
barley,rokap,s2225,A_TRUE,1.0,0,7,ok,0,5,,no_z_member_in_component,9,1,local_up_fast,1,1,exact,1,0.1429,0,1
barley,rokap,s2225,D_RAND,1.0,0,7,ok,1,5,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.1429,3,1
barley,rokap,s2225,D_RAND,1.0,1,7,ok,1,5,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.1429,2,1
barley,rokap,s2225,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
barley,rokap,s2225,A_TRUE,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
barley,rokap,s2225,D_RAND,0.5,0,4,not_amenable,3,,,,,,,,,,,,,
barley,rokap,s2225,D_RAND,0.5,1,4,not_amenable,3,,,,,,,,,,,,,
barley,saatid,jordinf,A_TRUE,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
barley,saatid,jordinf,D_RAND,1.0,0,7,optimal_empty,1,,,,,,,,,,,,,
barley,saatid,jordinf,D_RAND,1.0,1,7,optimal_empty,1,,,,,,,,,,,,,
barley,saatid,jordinf,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
barley,saatid,jordinf,A_TRUE,0.5,0,4,optimal_empty,4,,,,,,,,,,,,,
barley,saatid,jordinf,D_RAND,0.5,0,4,optimal_empty,4,,,,,,,,,,,,,
barley,saatid,jordinf,D_RAND,0.5,1,4,optimal_empty,3,,,,,,,,,,,,,
barley,sort,aks_m2,A_TRUE,1.0,0,7,ok,0,3,,no_z_member_in_component,9,1,local_up_fast,1,1,exact,1,0.1429,0,1
barley,sort,aks_m2,D_RAND,1.0,0,7,optimal_empty,2,,,,,,,,,,,,,
barley,sort,aks_m2,D_RAND,1.0,1,7,ok,0,3,,no_z_member_in_component,9,1,local_up_fast,1,1,exact,1,0.1429,2,1
barley,sort,aks_m2,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
barley,sort,aks_m2,A_TRUE,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
barley,sort,aks_m2,D_RAND,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
barley,sort,aks_m2,D_RAND,0.5,1,4,not_amenable,4,,,,,,,,,,,,,
barley,sort,udb,A_TRUE,1.0,0,7,ok,0,4,,no_z_member_in_component,9,1,local_up_fast,1,1,exact,1,0.1429,0,1
barley,sort,udb,D_RAND,1.0,0,7,ok,1,4,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.1429,2,1
barley,sort,udb,D_RAND,1.0,1,7,ok,1,4,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.1429,2,1
barley,sort,udb,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
barley,sort,udb,A_TRUE,0.5,0,4,not_amenable,4,,,,,,,,,,,,,
barley,sort,udb,D_RAND,0.5,0,4,ok,3,4,,no_z_member_in_component,6,2,local_up_fast,1,1,exact,1,0.25,3,1
barley,sort,udb,D_RAND,0.5,1,4,ok,3,4,,no_z_member_in_component,6,2,local_up_fast,1,1,exact,1,0.25,2,1
barley,sorttkv,tkv,A_TRUE,1.0,0,7,ok,0,3,,no_z_member_in_component,9,-1,e1_ladder,1,,gt_3,,0.0,0,1
barley,sorttkv,tkv,D_RAND,1.0,0,7,ok,0,3,,no_z_member_in_component,9,-1,e1_ladder,1,,gt_3,,0.0,2,1
barley,sorttkv,tkv,D_RAND,1.0,1,7,ok,1,3,,no_z_member_in_component,8,-1,e1_ladder,1,,gt_3,,0.0,3,1
barley,sorttkv,tkv,D_DEGEN,1.0,0,0,extensions_intractable,9,,,,,,,,,,,,,
barley,sorttkv,tkv,A_TRUE,0.5,0,4,ok,4,3,,no_z_member_in_component,5,-1,e1_ladder,1,,gt_3,,0.0,0,1
barley,sorttkv,tkv,D_RAND,0.5,0,4,ok,3,3,,no_z_member_in_component,6,-1,e1_ladder,1,,gt_3,,0.0,2,1
barley,sorttkv,tkv,D_RAND,0.5,1,4,ok,4,3,,no_z_member_in_component,5,-1,e1_ladder,1,,gt_3,,0.0,0,1
barley,srtprot,srtsize,A_TRUE,1.0,0,7,optimal_empty,0,,,,,,,,,,,,,
barley,srtprot,srtsize,D_RAND,1.0,0,7,optimal_empty,2,,,,,,,,,,,,,
barley,srtprot,srtsize,D_RAND,1.0,1,7,optimal_empty,0,,,,,,,,,,,,,
barley,srtprot,srtsize,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
barley,srtprot,srtsize,A_TRUE,0.5,0,4,optimal_empty,4,,,,,,,,,,,,,
barley,srtprot,srtsize,D_RAND,0.5,0,4,optimal_empty,4,,,,,,,,,,,,,
barley,srtprot,srtsize,D_RAND,0.5,1,4,optimal_empty,3,,,,,,,,,,,,,
child,Age,BirthAsphyxia,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,Age,BirthAsphyxia,D_RAND,1.0,0,2,not_amenable,10,,,,,,,,,,,,,
child,Age,BirthAsphyxia,D_RAND,1.0,1,2,not_amenable,10,,,,,,,,,,,,,
child,Age,BirthAsphyxia,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,Age,BirthAsphyxia,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,Age,BirthAsphyxia,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,Age,BirthAsphyxia,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,Age,LVH,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,Age,LVH,D_RAND,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,Age,LVH,D_RAND,1.0,1,2,optimal_empty,0,,,,,,,,,,,,,
child,Age,LVH,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,Age,LVH,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,Age,LVH,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,Age,LVH,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,BirthAsphyxia,CardiacMixing,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,BirthAsphyxia,CardiacMixing,D_RAND,1.0,0,2,extensions_intractable,10,,,,,,,,,,,,,
child,BirthAsphyxia,CardiacMixing,D_RAND,1.0,1,2,optimal_empty,0,,,,,,,,,,,,,
child,BirthAsphyxia,CardiacMixing,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,BirthAsphyxia,CardiacMixing,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,BirthAsphyxia,CardiacMixing,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,BirthAsphyxia,CardiacMixing,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,BirthAsphyxia,LungFlow,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,BirthAsphyxia,LungFlow,D_RAND,1.0,0,2,extensions_intractable,10,,,,,,,,,,,,,
child,BirthAsphyxia,LungFlow,D_RAND,1.0,1,2,optimal_empty,0,,,,,,,,,,,,,
child,BirthAsphyxia,LungFlow,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,BirthAsphyxia,LungFlow,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,BirthAsphyxia,LungFlow,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,BirthAsphyxia,LungFlow,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,CO2,DuctFlow,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,CO2,DuctFlow,D_RAND,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,CO2,DuctFlow,D_RAND,1.0,1,2,not_amenable,10,,,,,,,,,,,,,
child,CO2,DuctFlow,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,CO2,DuctFlow,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,CO2,DuctFlow,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,CO2,DuctFlow,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,CO2,Sick,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,CO2,Sick,D_RAND,1.0,0,2,not_amenable,10,,,,,,,,,,,,,
child,CO2,Sick,D_RAND,1.0,1,2,optimal_empty,0,,,,,,,,,,,,,
child,CO2,Sick,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,CO2,Sick,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,CO2,Sick,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,CO2,Sick,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,CO2Report,HypDistrib,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,CO2Report,HypDistrib,D_RAND,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,CO2Report,HypDistrib,D_RAND,1.0,1,2,not_amenable,10,,,,,,,,,,,,,
child,CO2Report,HypDistrib,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,CO2Report,HypDistrib,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,CO2Report,HypDistrib,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,CO2Report,HypDistrib,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,CardiacMixing,BirthAsphyxia,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,CardiacMixing,BirthAsphyxia,D_RAND,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,CardiacMixing,BirthAsphyxia,D_RAND,1.0,1,2,not_amenable,10,,,,,,,,,,,,,
child,CardiacMixing,BirthAsphyxia,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,CardiacMixing,BirthAsphyxia,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,CardiacMixing,BirthAsphyxia,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,CardiacMixing,BirthAsphyxia,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,CardiacMixing,LVHreport,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,CardiacMixing,LVHreport,D_RAND,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,CardiacMixing,LVHreport,D_RAND,1.0,1,2,optimal_empty,0,,,,,,,,,,,,,
child,CardiacMixing,LVHreport,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,CardiacMixing,LVHreport,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,CardiacMixing,LVHreport,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,CardiacMixing,LVHreport,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,Disease,CardiacMixing,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,Disease,CardiacMixing,D_RAND,1.0,0,2,not_amenable,10,,,,,,,,,,,,,
child,Disease,CardiacMixing,D_RAND,1.0,1,2,not_amenable,10,,,,,,,,,,,,,
child,Disease,CardiacMixing,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,Disease,CardiacMixing,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,Disease,CardiacMixing,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,Disease,CardiacMixing,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,Disease,LungParench,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,Disease,LungParench,D_RAND,1.0,0,2,not_amenable,10,,,,,,,,,,,,,
child,Disease,LungParench,D_RAND,1.0,1,2,optimal_empty,0,,,,,,,,,,,,,
child,Disease,LungParench,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,Disease,LungParench,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,Disease,LungParench,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,Disease,LungParench,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,DuctFlow,Grunting,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,DuctFlow,Grunting,D_RAND,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,DuctFlow,Grunting,D_RAND,1.0,1,2,not_amenable,10,,,,,,,,,,,,,
child,DuctFlow,Grunting,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,DuctFlow,Grunting,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,DuctFlow,Grunting,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,DuctFlow,Grunting,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,DuctFlow,XrayReport,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,DuctFlow,XrayReport,D_RAND,1.0,0,2,not_amenable,10,,,,,,,,,,,,,
child,DuctFlow,XrayReport,D_RAND,1.0,1,2,optimal_empty,0,,,,,,,,,,,,,
child,DuctFlow,XrayReport,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,DuctFlow,XrayReport,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,DuctFlow,XrayReport,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,DuctFlow,XrayReport,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,LVH,HypDistrib,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,LVH,HypDistrib,D_RAND,1.0,0,2,not_amenable,10,,,,,,,,,,,,,
child,LVH,HypDistrib,D_RAND,1.0,1,2,optimal_empty,0,,,,,,,,,,,,,
child,LVH,HypDistrib,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,LVH,HypDistrib,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,LVH,HypDistrib,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,LVH,HypDistrib,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,LVHreport,CO2,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,LVHreport,CO2,D_RAND,1.0,0,2,not_amenable,10,,,,,,,,,,,,,
child,LVHreport,CO2,D_RAND,1.0,1,2,optimal_empty,0,,,,,,,,,,,,,
child,LVHreport,CO2,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,LVHreport,CO2,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,LVHreport,CO2,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,LVHreport,CO2,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,LVHreport,LowerBodyO2,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,LVHreport,LowerBodyO2,D_RAND,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,LVHreport,LowerBodyO2,D_RAND,1.0,1,2,not_amenable,10,,,,,,,,,,,,,
child,LVHreport,LowerBodyO2,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,LVHreport,LowerBodyO2,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,LVHreport,LowerBodyO2,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,LVHreport,LowerBodyO2,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,LungFlow,ChestXray,A_TRUE,1.0,0,2,ok,0,1,2,measured,12,2,local_up_fast,1,1,exact,1,0.5,0,1
child,LungFlow,ChestXray,D_RAND,1.0,0,2,not_amenable,10,,,,,,,,,,,,,
child,LungFlow,ChestXray,D_RAND,1.0,1,2,not_amenable,10,,,,,,,,,,,,,
child,LungFlow,ChestXray,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,LungFlow,ChestXray,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,LungFlow,ChestXray,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,LungFlow,ChestXray,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,LungFlow,RUQO2,A_TRUE,1.0,0,2,optimal_empty,0,,,,,,,,,,,,,
child,LungFlow,RUQO2,D_RAND,1.0,0,2,not_amenable,10,,,,,,,,,,,,,
child,LungFlow,RUQO2,D_RAND,1.0,1,2,not_amenable,10,,,,,,,,,,,,,
child,LungFlow,RUQO2,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,LungFlow,RUQO2,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,LungFlow,RUQO2,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,LungFlow,RUQO2,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,LungParench,Grunting,A_TRUE,1.0,0,2,ok,0,1,2,measured,12,2,local_up_fast,1,1,exact,1,0.5,0,1
child,LungParench,Grunting,D_RAND,1.0,0,2,not_amenable,10,,,,,,,,,,,,,
child,LungParench,Grunting,D_RAND,1.0,1,2,ok,0,1,2,measured,12,2,local_up_fast,1,1,exact,1,0.5,0,1
child,LungParench,Grunting,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,LungParench,Grunting,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,LungParench,Grunting,D_RAND,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,LungParench,Grunting,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
child,Sick,Age,A_TRUE,1.0,0,2,ok,0,1,1,measured,12,1,local_up_fast,1,1,exact,1,1.0,0,1
child,Sick,Age,D_RAND,1.0,0,2,ok,0,1,1,measured,12,1,local_up_fast,1,1,exact,1,1.0,0,1
child,Sick,Age,D_RAND,1.0,1,2,not_amenable,10,,,,,,,,,,,,,
child,Sick,Age,D_DEGEN,1.0,0,0,not_amenable,12,,,,,,,,,,,,,
child,Sick,Age,A_TRUE,0.5,0,1,not_amenable,11,,,,,,,,,,,,,
child,Sick,Age,D_RAND,0.5,0,1,extensions_intractable,11,,,,,,,,,,,,,
child,Sick,Age,D_RAND,0.5,1,1,not_amenable,11,,,,,,,,,,,,,
ecoli70,asnA,aceB,A_TRUE,1.0,0,10,ok,0,1,,no_z_member_in_component,25,1,local_up_fast,1,1,exact,1,0.1,0,1
ecoli70,asnA,aceB,D_RAND,1.0,0,10,optimal_empty,6,,,,,,,,,,,,,
ecoli70,asnA,aceB,D_RAND,1.0,1,10,ok,2,1,,no_z_member_in_component,23,1,local_up_fast,1,1,exact,1,0.1,1,1
ecoli70,asnA,aceB,D_DEGEN,1.0,0,0,not_amenable,25,,,,,,,,,,,,,
ecoli70,asnA,aceB,A_TRUE,0.5,0,5,not_amenable,16,,,,,,,,,,,,,
ecoli70,asnA,aceB,D_RAND,0.5,0,5,not_amenable,15,,,,,,,,,,,,,
ecoli70,asnA,aceB,D_RAND,0.5,1,5,not_amenable,15,,,,,,,,,,,,,
ecoli70,atpG,sucD,A_TRUE,1.0,0,10,optimal_empty,0,,,,,,,,,,,,,
ecoli70,atpG,sucD,D_RAND,1.0,0,10,optimal_empty,3,,,,,,,,,,,,,
ecoli70,atpG,sucD,D_RAND,1.0,1,10,not_amenable,8,,,,,,,,,,,,,
ecoli70,atpG,sucD,D_DEGEN,1.0,0,0,not_amenable,25,,,,,,,,,,,,,
ecoli70,atpG,sucD,A_TRUE,0.5,0,5,not_amenable,16,,,,,,,,,,,,,
ecoli70,atpG,sucD,D_RAND,0.5,0,5,not_amenable,15,,,,,,,,,,,,,
ecoli70,atpG,sucD,D_RAND,0.5,1,5,not_amenable,18,,,,,,,,,,,,,
ecoli70,b1191,yfaD,A_TRUE,1.0,0,10,ok,0,2,,no_z_member_in_component,25,1,local_up_fast,1,1,exact,1,0.1,0,1
ecoli70,b1191,yfaD,D_RAND,1.0,0,10,extensions_intractable,10,,,,,,,,,,,,,
ecoli70,b1191,yfaD,D_RAND,1.0,1,10,ok,1,2,,no_z_member_in_component,24,1,local_up_fast,1,1,exact,1,0.1,3,1
ecoli70,b1191,yfaD,D_DEGEN,1.0,0,0,not_amenable,25,,,,,,,,,,,,,
ecoli70,b1191,yfaD,A_TRUE,0.5,0,5,not_amenable,16,,,,,,,,,,,,,
ecoli70,b1191,yfaD,D_RAND,0.5,0,5,not_amenable,14,,,,,,,,,,,,,
ecoli70,b1191,yfaD,D_RAND,0.5,1,5,not_amenable,17,,,,,,,,,,,,,
ecoli70,cchB,yjbO,A_TRUE,1.0,0,10,optimal_empty,0,,,,,,,,,,,,,
ecoli70,cchB,yjbO,D_RAND,1.0,0,10,optimal_empty,7,,,,,,,,,,,,,
ecoli70,cchB,yjbO,D_RAND,1.0,1,10,not_amenable,6,,,,,,,,,,,,,
ecoli70,cchB,yjbO,D_DEGEN,1.0,0,0,not_amenable,25,,,,,,,,,,,,,
ecoli70,cchB,yjbO,A_TRUE,0.5,0,5,not_amenable,16,,,,,,,,,,,,,
ecoli70,cchB,yjbO,D_RAND,0.5,0,5,not_amenable,15,,,,,,,,,,,,,
ecoli70,cchB,yjbO,D_RAND,0.5,1,5,not_amenable,16,,,,,,,,,,,,,
ecoli70,cspG,hupB,A_TRUE,1.0,0,10,optimal_empty,0,,,,,,,,,,,,,
ecoli70,cspG,hupB,D_RAND,1.0,0,10,optimal_empty,1,,,,,,,,,,,,,
ecoli70,cspG,hupB,D_RAND,1.0,1,10,extensions_intractable,9,,,,,,,,,,,,,
ecoli70,cspG,hupB,D_DEGEN,1.0,0,0,not_amenable,25,,,,,,,,,,,,,
ecoli70,cspG,hupB,A_TRUE,0.5,0,5,extensions_intractable,16,,,,,,,,,,,,,
ecoli70,cspG,hupB,D_RAND,0.5,0,5,extensions_intractable,15,,,,,,,,,,,,,
ecoli70,cspG,hupB,D_RAND,0.5,1,5,extensions_intractable,16,,,,,,,,,,,,,
ecoli70,dnaJ,lacA,A_TRUE,1.0,0,10,optimal_empty,0,,,,,,,,,,,,,
ecoli70,dnaJ,lacA,D_RAND,1.0,0,10,not_amenable,11,,,,,,,,,,,,,
ecoli70,dnaJ,lacA,D_RAND,1.0,1,10,not_amenable,9,,,,,,,,,,,,,
ecoli70,dnaJ,lacA,D_DEGEN,1.0,0,0,not_amenable,25,,,,,,,,,,,,,
ecoli70,dnaJ,lacA,A_TRUE,0.5,0,5,not_amenable,16,,,,,,,,,,,,,
ecoli70,dnaJ,lacA,D_RAND,0.5,0,5,not_amenable,14,,,,,,,,,,,,,
ecoli70,dnaJ,lacA,D_RAND,0.5,1,5,not_amenable,14,,,,,,,,,,,,,
