network,x,y,arm,coverage,rep,n_k,status,g0_undirected,z_size,separation,separation_status,k_g0,r_hop,hop_method,hop_exact,r_claim,r_claim_status,r_id,phi_1,n_wrong_claims,z_valid_at_truth
Didelez_2010,Smo,HRT,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,HRT,A_TRUE,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,HRT,D_RAND,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,HRT,D_RAND,0.5,1,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,Occ,A_TRUE,1.0,0,1,optimal_empty,0,,,,,,,,,,,,,
Didelez_2010,Smo,Occ,D_RAND,1.0,0,1,optimal_empty,0,,,,,,,,,,,,,
Didelez_2010,Smo,Occ,D_RAND,1.0,1,1,optimal_empty,0,,,,,,,,,,,,,
Didelez_2010,Smo,Occ,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,Occ,A_TRUE,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,Occ,D_RAND,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,Occ,D_RAND,0.5,1,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,S,A_TRUE,1.0,0,1,ok,0,2,2,measured,3,2,local_up_fast,1,1,exact,1,1.0,0,1
Didelez_2010,Smo,S,D_RAND,1.0,0,1,ok,0,2,2,measured,3,2,local_up_fast,1,1,exact,1,1.0,0,1
Didelez_2010,Smo,S,D_RAND,1.0,1,1,not_amenable,2,,,,,,,,,,,,,
Didelez_2010,Smo,S,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,S,A_TRUE,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,S,D_RAND,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,S,D_RAND,0.5,1,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,TCI,A_TRUE,1.0,0,1,ok,0,2,2,measured,3,2,local_up_fast,1,1,exact,1,1.0,0,1
Didelez_2010,Smo,TCI,D_RAND,1.0,0,1,not_amenable,2,,,,,,,,,,,,,
Didelez_2010,Smo,TCI,D_RAND,1.0,1,1,ok,0,2,2,measured,3,2,local_up_fast,1,1,exact,1,1.0,0,1
Didelez_2010,Smo,TCI,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,TCI,A_TRUE,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,TCI,D_RAND,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,TCI,D_RAND,0.5,1,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,Thist,A_TRUE,1.0,0,1,optimal_empty,0,,,,,,,,,,,,,
Didelez_2010,Smo,Thist,D_RAND,1.0,0,1,not_amenable,2,,,,,,,,,,,,,
Didelez_2010,Smo,Thist,D_RAND,1.0,1,1,optimal_empty,0,,,,,,,,,,,,,
Didelez_2010,Smo,Thist,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,Thist,A_TRUE,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,Thist,D_RAND,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Smo,Thist,D_RAND,0.5,1,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Thist,Age,A_TRUE,1.0,0,1,optimal_empty,0,,,,,,,,,,,,,
Didelez_2010,Thist,Age,D_RAND,1.0,0,1,not_amenable,2,,,,,,,,,,,,,
Didelez_2010,Thist,Age,D_RAND,1.0,1,1,optimal_empty,0,,,,,,,,,,,,,
Didelez_2010,Thist,Age,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Thist,Age,A_TRUE,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Thist,Age,D_RAND,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Thist,Age,D_RAND,0.5,1,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Thist,HRT,A_TRUE,1.0,0,1,optimal_empty,0,,,,,,,,,,,,,
Didelez_2010,Thist,HRT,D_RAND,1.0,0,1,not_amenable,2,,,,,,,,,,,,,
Didelez_2010,Thist,HRT,D_RAND,1.0,1,1,not_amenable,2,,,,,,,,,,,,,
Didelez_2010,Thist,HRT,D_DEGEN,1.0,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Thist,HRT,A_TRUE,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Thist,HRT,D_RAND,0.5,0,0,not_amenable,3,,,,,,,,,,,,,
Didelez_2010,Thist,HRT,D_RAND,0.5,1,0,not_amenable,3,,,,,,,,,,,,,
Kampen_2014,AFF,AIS,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,AFF,AIS,D_RAND,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,AFF,AIS,D_RAND,1.0,1,3,optimal_empty,1,,,,,,,,,,,,,
Kampen_2014,AFF,AIS,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,AFF,AIS,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,AFF,AIS,D_RAND,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,AFF,AIS,D_RAND,0.5,1,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,AFF,CDR,A_TRUE,1.0,0,3,ok,0,1,1,measured,11,2,local_up_fast,1,1,exact,1,0.6667,0,1
Kampen_2014,AFF,CDR,D_RAND,1.0,0,3,not_amenable,7,,,,,,,,,,,,,
Kampen_2014,AFF,CDR,D_RAND,1.0,1,3,not_amenable,7,,,,,,,,,,,,,
Kampen_2014,AFF,CDR,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,AFF,CDR,A_TRUE,0.5,0,2,not_amenable,2,,,,,,,,,,,,,
Kampen_2014,AFF,CDR,D_RAND,0.5,0,2,not_amenable,8,,,,,,,,,,,,,
Kampen_2014,AFF,CDR,D_RAND,0.5,1,2,not_amenable,8,,,,,,,,,,,,,
Kampen_2014,AFF,FTW,A_TRUE,1.0,0,3,ok,0,2,1,measured,11,1,local_up_fast,1,1,exact,1,0.6667,0,1
Kampen_2014,AFF,FTW,D_RAND,1.0,0,3,not_amenable,7,,,,,,,,,,,,,
Kampen_2014,AFF,FTW,D_RAND,1.0,1,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,AFF,FTW,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,AFF,FTW,A_TRUE,0.5,0,2,not_amenable,2,,,,,,,,,,,,,
Kampen_2014,AFF,FTW,D_RAND,0.5,0,2,not_amenable,2,,,,,,,,,,,,,
Kampen_2014,AFF,FTW,D_RAND,0.5,1,2,not_amenable,9,,,,,,,,,,,,,
Kampen_2014,AFF,SAN,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,AFF,SAN,D_RAND,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,AFF,SAN,D_RAND,1.0,1,3,not_amenable,7,,,,,,,,,,,,,
Kampen_2014,AFF,SAN,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,AFF,SAN,A_TRUE,0.5,0,2,not_amenable,2,,,,,,,,,,,,,
Kampen_2014,AFF,SAN,D_RAND,0.5,0,2,not_amenable,8,,,,,,,,,,,,,
Kampen_2014,AFF,SAN,D_RAND,0.5,1,2,not_amenable,8,,,,,,,,,,,,,
Kampen_2014,AIS,ALN,A_TRUE,1.0,0,3,ok,0,1,1,measured,11,1,local_up_fast,1,1,exact,1,0.6667,0,1
Kampen_2014,AIS,ALN,D_RAND,1.0,0,3,ok,0,1,1,measured,11,1,local_up_fast,1,1,exact,1,0.6667,3,0
Kampen_2014,AIS,ALN,D_RAND,1.0,1,3,optimal_empty,1,,,,,,,,,,,,,
Kampen_2014,AIS,ALN,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,AIS,ALN,A_TRUE,0.5,0,2,not_amenable,2,,,,,,,,,,,,,
Kampen_2014,AIS,ALN,D_RAND,0.5,0,2,not_amenable,2,,,,,,,,,,,,,
Kampen_2014,AIS,ALN,D_RAND,0.5,1,2,not_amenable,2,,,,,,,,,,,,,
Kampen_2014,AIS,DET,A_TRUE,1.0,0,3,ok,0,1,1,measured,11,1,local_up_fast,1,1,exact,1,0.6667,0,1
Kampen_2014,AIS,DET,D_RAND,1.0,0,3,ok,0,1,1,measured,11,1,local_up_fast,1,1,exact,1,0.6667,3,0
Kampen_2014,AIS,DET,D_RAND,1.0,1,3,ok,0,1,1,measured,11,1,local_up_fast,1,1,exact,1,0.6667,3,0
Kampen_2014,AIS,DET,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,AIS,DET,A_TRUE,0.5,0,2,not_amenable,2,,,,,,,,,,,,,
Kampen_2014,AIS,DET,D_RAND,0.5,0,2,not_amenable,9,,,,,,,,,,,,,
Kampen_2014,AIS,DET,D_RAND,0.5,1,2,not_amenable,2,,,,,,,,,,,,,
Kampen_2014,AIS,HOS,A_TRUE,1.0,0,3,ok,0,1,1,measured,11,1,local_up_fast,1,1,exact,1,0.6667,0,1
Kampen_2014,AIS,HOS,D_RAND,1.0,0,3,ok,0,1,1,measured,11,1,local_up_fast,1,1,exact,1,0.6667,3,0
Kampen_2014,AIS,HOS,D_RAND,1.0,1,3,ok,0,1,1,measured,11,1,local_up_fast,1,1,exact,1,0.6667,0,1
Kampen_2014,AIS,HOS,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,AIS,HOS,A_TRUE,0.5,0,2,not_amenable,2,,,,,,,,,,,,,
Kampen_2014,AIS,HOS,D_RAND,0.5,0,2,not_amenable,2,,,,,,,,,,,,,
Kampen_2014,AIS,HOS,D_RAND,0.5,1,2,not_amenable,2,,,,,,,,,,,,,
Kampen_2014,AIS,SUS,A_TRUE,1.0,0,3,ok,0,1,1,measured,11,1,local_up_fast,1,1,exact,1,0.6667,0,1
Kampen_2014,AIS,SUS,D_RAND,1.0,0,3,ok,0,1,1,measured,11,1,local_up_fast,1,1,exact,1,0.6667,1,1
Kampen_2014,AIS,SUS,D_RAND,1.0,1,3,ok,8,1,2,measured,3,1,local_up_fast,1,1,exact,1,0.6667,1,0
Kampen_2014,AIS,SUS,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,AIS,SUS,A_TRUE,0.5,0,2,not_amenable,2,,,,,,,,,,,,,
Kampen_2014,AIS,SUS,D_RAND,0.5,0,2,not_amenable,8,,,,,,,,,,,,,
Kampen_2014,AIS,SUS,D_RAND,0.5,1,2,not_amenable,9,,,,,,,,,,,,,
Kampen_2014,ALN,APA,A_TRUE,1.0,0,3,ok,0,2,1,measured,11,1,local_up_fast,1,1,exact,1,0.6667,0,1
Kampen_2014,ALN,APA,D_RAND,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,ALN,APA,D_RAND,1.0,1,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,ALN,APA,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,ALN,APA,A_TRUE,0.5,0,2,ok,2,2,1,measured,9,1,local_up_fast,1,1,exact,1,1.0,0,1
Kampen_2014,ALN,APA,D_RAND,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,ALN,APA,D_RAND,0.5,1,2,optimal_empty,8,,,,,,,,,,,,,
Kampen_2014,ALN,EGC,A_TRUE,1.0,0,3,ok,0,1,2,measured,11,2,local_up_fast,1,1,exact,1,0.3333,0,1
Kampen_2014,ALN,EGC,D_RAND,1.0,0,3,ok,0,1,2,measured,11,3,local_up_fast,1,1,exact,1,0.3333,1,1
Kampen_2014,ALN,EGC,D_RAND,1.0,1,3,ok,1,1,2,measured,10,4,e1_ladder,1,2,exact,2,0.0,2,1
Kampen_2014,ALN,EGC,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,ALN,EGC,A_TRUE,0.5,0,2,ok,2,1,2,measured,9,2,local_up_fast,1,1,exact,1,0.5,0,1
Kampen_2014,ALN,EGC,D_RAND,0.5,0,2,ok,2,1,2,measured,9,3,local_up_fast,1,1,exact,1,0.5,1,1
Kampen_2014,ALN,EGC,D_RAND,0.5,1,2,ok,2,1,2,measured,9,2,local_up_fast,1,1,exact,1,0.5,0,1
Kampen_2014,ALN,PER,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,ALN,PER,D_RAND,1.0,0,3,optimal_empty,1,,,,,,,,,,,,,
Kampen_2014,ALN,PER,D_RAND,1.0,1,3,optimal_empty,1,,,,,,,,,,,,,
Kampen_2014,ALN,PER,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,ALN,PER,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,ALN,PER,D_RAND,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,ALN,PER,D_RAND,0.5,1,2,optimal_empty,8,,,,,,,,,,,,,
Kampen_2014,APA,AFF,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,APA,AFF,D_RAND,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,APA,AFF,D_RAND,1.0,1,3,optimal_empty,1,,,,,,,,,,,,,
Kampen_2014,APA,AFF,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,APA,AFF,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,APA,AFF,D_RAND,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,APA,AFF,D_RAND,0.5,1,2,not_amenable,8,,,,,,,,,,,,,
Kampen_2014,APA,CDR,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,APA,CDR,D_RAND,1.0,0,3,optimal_empty,1,,,,,,,,,,,,,
Kampen_2014,APA,CDR,D_RAND,1.0,1,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,APA,CDR,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,APA,CDR,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,APA,CDR,D_RAND,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,APA,CDR,D_RAND,0.5,1,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,APA,FTW,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,APA,FTW,D_RAND,1.0,0,3,ok,1,3,1,measured,10,1,local_up_fast,1,1,exact,1,0.3333,2,0
Kampen_2014,APA,FTW,D_RAND,1.0,1,3,ok,1,3,1,measured,10,1,local_up_fast,1,1,exact,1,0.3333,2,0
Kampen_2014,APA,FTW,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,APA,FTW,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,APA,FTW,D_RAND,0.5,0,2,not_amenable,8,,,,,,,,,,,,,
Kampen_2014,APA,FTW,D_RAND,0.5,1,2,ok,2,3,1,measured,9,1,local_up_fast,1,1,exact,1,1.0,1,0
Kampen_2014,APA,SAN,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,APA,SAN,D_RAND,1.0,0,3,optimal_empty,1,,,,,,,,,,,,,
Kampen_2014,APA,SAN,D_RAND,1.0,1,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,APA,SAN,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,APA,SAN,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,APA,SAN,D_RAND,0.5,0,2,not_amenable,8,,,,,,,,,,,,,
Kampen_2014,APA,SAN,D_RAND,0.5,1,2,not_amenable,8,,,,,,,,,,,,,
Kampen_2014,CDR,AIS,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,CDR,AIS,D_RAND,1.0,0,3,not_amenable,7,,,,,,,,,,,,,
Kampen_2014,CDR,AIS,D_RAND,1.0,1,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,CDR,AIS,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,CDR,AIS,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,CDR,AIS,D_RAND,0.5,0,2,not_amenable,9,,,,,,,,,,,,,
Kampen_2014,CDR,AIS,D_RAND,0.5,1,2,not_amenable,9,,,,,,,,,,,,,
Kampen_2014,CDR,DET,A_TRUE,1.0,0,3,ok,0,3,2,measured,11,2,local_up_fast,1,1,exact,1,0.3333,0,1
Kampen_2014,CDR,DET,D_RAND,1.0,0,3,ok,0,3,2,measured,11,2,local_up_fast,1,1,exact,1,0.3333,3,1
Kampen_2014,CDR,DET,D_RAND,1.0,1,3,ok,0,3,2,measured,11,2,local_up_fast,1,1,exact,1,0.3333,3,1
Kampen_2014,CDR,DET,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,CDR,DET,A_TRUE,0.5,0,2,ok,2,3,2,measured,9,2,local_up_fast,1,1,exact,1,0.5,0,1
Kampen_2014,CDR,DET,D_RAND,0.5,0,2,ok,2,3,2,measured,9,2,local_up_fast,1,1,exact,1,0.5,1,1
Kampen_2014,CDR,DET,D_RAND,0.5,1,2,not_amenable,8,,,,,,,,,,,,,
Kampen_2014,CDR,HOS,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,CDR,HOS,D_RAND,1.0,0,3,not_amenable,8,,,,,,,,,,,,,
Kampen_2014,CDR,HOS,D_RAND,1.0,1,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,CDR,HOS,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,CDR,HOS,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,CDR,HOS,D_RAND,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,CDR,HOS,D_RAND,0.5,1,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,CDR,SUS,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,CDR,SUS,D_RAND,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,CDR,SUS,D_RAND,1.0,1,3,optimal_empty,1,,,,,,,,,,,,,
Kampen_2014,CDR,SUS,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,CDR,SUS,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,CDR,SUS,D_RAND,0.5,0,2,not_amenable,9,,,,,,,,,,,,,
Kampen_2014,CDR,SUS,D_RAND,0.5,1,2,not_amenable,8,,,,,,,,,,,,,
Kampen_2014,PER,ALN,A_TRUE,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,PER,ALN,D_RAND,1.0,0,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,PER,ALN,D_RAND,1.0,1,3,optimal_empty,0,,,,,,,,,,,,,
Kampen_2014,PER,ALN,D_DEGEN,1.0,0,0,not_amenable,11,,,,,,,,,,,,,
Kampen_2014,PER,ALN,A_TRUE,0.5,0,2,optimal_empty,2,,,,,,,,,,,,,
Kampen_2014,PER,ALN,D_RAND,0.5,0,2,optimal_empty,8,,,,,,,,,,,,,
Kampen_2014,PER,ALN,D_RAND,0.5,1,2,optimal_empty,8,,,,,,,,,,,,,
Polzer_2012,Alcohol,Caries,A_TRUE,1.0,0,5,optimal_empty,0,,,,,,,,,,,,,
Polzer_2012,Alcohol,Caries,D_RAND,1.0,0,5,optimal_empty,3,,,,,,,,,,,,,
Polzer_2012,Alcohol,Caries,D_RAND,1.0,1,5,optimal_empty,1,,,,,,,,,,,,,
Polzer_2012,Alcohol,Caries,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
Polzer_2012,Alcohol,Caries,A_TRUE,0.5,0,2,not_amenable,7,,,,,,,,,,,,,
Polzer_2012,Alcohol,Caries,D_RAND,0.5,0,2,optimal_empty,4,,,,,,,,,,,,,
Polzer_2012,Alcohol,Caries,D_RAND,0.5,1,2,not_amenable,7,,,,,,,,,,,,,
Polzer_2012,Alcohol,Lipids,A_TRUE,1.0,0,5,ok,0,3,1,measured,9,1,local_up_fast,1,1,exact,1,0.4,0,1
Polzer_2012,Alcohol,Lipids,D_RAND,1.0,0,5,ok,2,5,1,measured,7,1,local_up_fast,1,1,exact,1,0.2,3,0
Polzer_2012,Alcohol,Lipids,D_RAND,1.0,1,5,ok,3,5,1,measured,6,1,local_up_fast,1,1,exact,1,0.4,1,0
Polzer_2012,Alcohol,Lipids,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
Polzer_2012,Alcohol,Lipids,A_TRUE,0.5,0,2,not_amenable,7,,,,,,,,,,,,,
Polzer_2012,Alcohol,Lipids,D_RAND,0.5,0,2,not_amenable,4,,,,,,,,,,,,,
Polzer_2012,Alcohol,Lipids,D_RAND,0.5,1,2,not_amenable,7,,,,,,,,,,,,,
Polzer_2012,Alcohol,Periodontitis,A_TRUE,1.0,0,5,ok,0,3,1,measured,9,1,local_up_fast,1,1,exact,1,0.4,0,1
Polzer_2012,Alcohol,Periodontitis,D_RAND,1.0,0,5,ok,1,2,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.4,1,0
Polzer_2012,Alcohol,Periodontitis,D_RAND,1.0,1,5,ok,2,2,,no_z_member_in_component,7,1,local_up_fast,1,1,exact,1,0.4,2,0
Polzer_2012,Alcohol,Periodontitis,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
Polzer_2012,Alcohol,Periodontitis,A_TRUE,0.5,0,2,not_amenable,7,,,,,,,,,,,,,
Polzer_2012,Alcohol,Periodontitis,D_RAND,0.5,0,2,not_amenable,7,,,,,,,,,,,,,
Polzer_2012,Alcohol,Periodontitis,D_RAND,0.5,1,2,not_amenable,7,,,,,,,,,,,,,
Polzer_2012,Alcohol,Sport,A_TRUE,1.0,0,5,ok,0,3,1,measured,9,1,local_up_fast,1,1,exact,1,0.4,0,1
Polzer_2012,Alcohol,Sport,D_RAND,1.0,0,5,ok,0,3,1,measured,9,1,local_up_fast,1,1,exact,1,0.4,0,1
Polzer_2012,Alcohol,Sport,D_RAND,1.0,1,5,ok,0,3,1,measured,9,1,local_up_fast,1,1,exact,1,0.2,3,1
Polzer_2012,Alcohol,Sport,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
Polzer_2012,Alcohol,Sport,A_TRUE,0.5,0,2,not_amenable,7,,,,,,,,,,,,,
Polzer_2012,Alcohol,Sport,D_RAND,0.5,0,2,not_amenable,7,,,,,,,,,,,,,
Polzer_2012,Alcohol,Sport,D_RAND,0.5,1,2,not_amenable,4,,,,,,,,,,,,,
Polzer_2012,Caries,Diabetes,A_TRUE,1.0,0,5,optimal_empty,0,,,,,,,,,,,,,
Polzer_2012,Caries,Diabetes,D_RAND,1.0,0,5,optimal_empty,3,,,,,,,,,,,,,
Polzer_2012,Caries,Diabetes,D_RAND,1.0,1,5,optimal_empty,2,,,,,,,,,,,,,
Polzer_2012,Caries,Diabetes,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
Polzer_2012,Caries,Diabetes,A_TRUE,0.5,0,2,optimal_empty,7,,,,,,,,,,,,,
Polzer_2012,Caries,Diabetes,D_RAND,0.5,0,2,ok,4,2,,no_z_member_in_component,5,1,local_up_fast,1,1,exact,1,0.5,1,0
Polzer_2012,Caries,Diabetes,D_RAND,0.5,1,2,ok,4,2,,no_z_member_in_component,5,1,local_up_fast,1,1,exact,1,0.5,2,0
Polzer_2012,Caries,Mortality,A_TRUE,1.0,0,5,ok,0,11,1,measured,9,1,local_up_fast,1,1,exact,1,0.2,0,1
Polzer_2012,Caries,Mortality,D_RAND,1.0,0,5,ok,2,2,,no_z_member_in_component,7,1,local_up_fast,1,1,exact,1,0.2,3,0
Polzer_2012,Caries,Mortality,D_RAND,1.0,1,5,ok,4,11,1,measured,5,1,local_up_fast,1,1,exact,1,0.2,2,1
Polzer_2012,Caries,Mortality,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
Polzer_2012,Caries,Mortality,A_TRUE,0.5,0,2,ok,7,11,1,measured,2,1,local_up_fast,1,1,exact,1,0.5,0,1
Polzer_2012,Caries,Mortality,D_RAND,0.5,0,2,ok,4,2,,no_z_member_in_component,5,1,local_up_fast,1,1,exact,1,0.5,1,0
Polzer_2012,Caries,Mortality,D_RAND,0.5,1,2,ok,4,2,,no_z_member_in_component,5,1,local_up_fast,1,1,exact,1,0.5,2,0
Polzer_2012,Caries,Psychosocial,A_TRUE,1.0,0,5,optimal_empty,0,,,,,,,,,,,,,
Polzer_2012,Caries,Psychosocial,D_RAND,1.0,0,5,optimal_empty,1,,,,,,,,,,,,,
Polzer_2012,Caries,Psychosocial,D_RAND,1.0,1,5,ok,0,2,,no_z_member_in_component,9,1,local_up_fast,1,1,exact,1,0.2,1,0
Polzer_2012,Caries,Psychosocial,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
Polzer_2012,Caries,Psychosocial,A_TRUE,0.5,0,2,optimal_empty,7,,,,,,,,,,,,,
Polzer_2012,Caries,Psychosocial,D_RAND,0.5,0,2,ok,4,2,,no_z_member_in_component,5,1,local_up_fast,1,1,exact,1,0.5,1,0
Polzer_2012,Caries,Psychosocial,D_RAND,0.5,1,2,ok,4,2,,no_z_member_in_component,5,1,local_up_fast,1,1,exact,1,0.5,2,0
Polzer_2012,Caries,ToothLoss,A_TRUE,1.0,0,5,ok,0,6,1,measured,9,1,local_up_fast,1,1,exact,1,0.2,0,1
Polzer_2012,Caries,ToothLoss,D_RAND,1.0,0,5,ok,1,2,,no_z_member_in_component,8,1,local_up_fast,1,1,exact,1,0.2,2,0
Polzer_2012,Caries,ToothLoss,D_RAND,1.0,1,5,ok,2,2,,no_z_member_in_component,7,1,local_up_fast,1,1,exact,1,0.2,3,0
Polzer_2012,Caries,ToothLoss,D_DEGEN,1.0,0,0,not_amenable,9,,,,,,,,,,,,,
Polzer_2012,Caries,ToothLoss,A_TRUE,0.5,0,2,ok,7,6,1,measured,2,1,local_up_fast,1,1,exact,1,0.5,0,1
Polzer_2012,Caries,ToothLoss,D_RAND,0.5,0,2,ok,7,6,1,measured,2,1,local_up_fast,1,1,exact,1,0.5,1,1
Polzer_2012,Caries,ToothLoss,D_RAND,0.5,1,2,ok,7,6,1,measured,2,1,local_up_fast,1,1,exact,1,0.5,1,1
